Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
1995,Toyota,Truck/T100,T100 2WD,2.7L I4 ((FFS)),Automatic 4-spd,Rear-Wheel Drive,Regular Gasoline,Standard Pickup Trucks,4,2.7,18,22,19,,,,,
1995,Toyota,Truck/T100,T100 2WD,2.7L I4 ((FFS)),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Standard Pickup Trucks,4,2.7,18,23,20,,,,,
1995,Toyota,Truck/T100,T100 2WD,3.4L V6 ((FFS)),Automatic 4-spd,Rear-Wheel Drive,Regular Gasoline,Standard Pickup Trucks,6,3.4,15,19,17,,,,,
1995,Toyota,Truck/T100,T100 2WD,3.4L V6 ((FFS)),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Standard Pickup Trucks,6,3.4,16,20,18,,,,,
1995,Toyota,Truck/T100,Truck 2WD,2.4L I4 ((FFS)),Automatic 4-spd,Rear-Wheel Drive,Regular Gasoline,Standard Pickup Trucks,4,2.4,19,23,21,,,,,
1995,Toyota,Truck/T100,Truck 2WD,2.4L I4 ((FFS)),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Standard Pickup Trucks,4,2.4,19,25,22,,,,,
1995,Toyota,Truck/T100,Truck 2WD,3.0L V6 ((FFS)),Automatic 4-spd,Rear-Wheel Drive,Regular Gasoline,Standard Pickup Trucks,6,3.0,16,20,18,,,,,
1995,Toyota,Truck/T100,Truck 2WD,3.0L V6 ((FFS)),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Standard Pickup Trucks,6,3.0,16,22,18,,,,,
1995,Toyota,Truck/T100,T100 4WD,3.4L V6 ((FFS)),Automatic 4-spd,All-Wheel Drive,Regular Gasoline,Standard Pickup Trucks,6,3.4,15,17,15,,,,,
1995,Toyota,Truck/T100,T100 4WD,3.4L V6 ((FFS)),Manual 5-spd,All-Wheel Drive,Regular Gasoline,Standard Pickup Trucks,6,3.4,15,18,16,,,,,
1995,Toyota,Truck/T100,Truck 4WD,2.4L I4 ((FFS)),Automatic 4-spd,All-Wheel Drive,Regular Gasoline,Standard Pickup Trucks,4,2.4,16,18,17,,,,,
1995,Toyota,Truck/T100,Truck 4WD,2.4L I4 ((FFS)),Manual 5-spd,All-Wheel Drive,Regular Gasoline,Standard Pickup Trucks,4,2.4,17,20,18,,,,,
1995,Toyota,Truck/T100,Truck 4WD,3.0L V6 ((FFS)),Automatic 4-spd,All-Wheel Drive,Regular Gasoline,Standard Pickup Trucks,6,3.0,12,16,14,,,,,
1995,Toyota,Truck/T100,Truck 4WD,3.0L V6 ((FFS)),Manual 5-spd,All-Wheel Drive,Regular Gasoline,Standard Pickup Trucks,6,3.0,14,17,15,,,,,
